,cust,grade
12970,M434891039,VIP
12971,M434936738,General
12972,M434959159,General
12973,M434967747,General
12974,M434969388,General
12975,M435034765,General
12976,M435281835,General
12977,M435292728,General
12978,M435339625,General
12979,M435459678,General
12980,M435460127,General
12981,M435480699,General
12982,M435503403,General
12983,M435565732,General
12984,M435633112,General
12985,M435642642,General
12986,M435838442,General
12987,M435839536,General
12988,M435849136,General
12989,M435898475,General
12990,M435942060,VIP
12991,M435980478,General
12992,M436017950,General
12993,M436061550,VIP
12994,M436122532,General
12995,M436200841,General
12996,M436292087,General
12997,M436298894,General
12998,M436318802,General
12999,M436352956,General
13000,M436369554,General
13001,M436413887,General
13002,M436481351,VIP
13003,M436509822,VIP
13004,M436565443,General
13005,M436594332,VIP
13006,M436678829,General
13007,M436702832,General
13008,M436769371,General
13009,M436778917,VIP
13010,M436841562,MVG
13011,M436907519,General
13012,M436926273,MVG
13013,M437013115,General
13014,M437014886,General
13015,M437017723,General
13016,M437042986,General
13017,M437059555,General
13018,M437064973,General
13019,M437128602,VIP
13020,M437141952,General
13021,M437159285,General
13022,M437168875,General
13023,M437176587,VIP
13024,M437189906,General
13025,M437216816,General
13026,M437269980,VIP
13027,M437272116,General
13028,M437275585,General
13029,M437302942,General
13030,M437490582,General
13031,M437525172,General
13032,M437558722,General
13033,M437638225,General
13034,M437664632,General
13035,M437693401,General
13036,M437751940,VIP
13037,M437785513,General
13038,M437819089,General
13039,M437855494,VIP
13040,M437860197,General
13041,M437866898,VIP
13042,M437941534,General
13043,M437943058,General
13044,M437953198,General
13045,M437975074,General
13046,M438014636,General
13047,M438087614,MVG
13048,M438104309,General
13049,M438164799,General
13050,M438232112,General
13051,M438253342,General
13052,M438265252,General
13053,M438277238,General
13054,M438331473,VIP
13055,M438338364,General
13056,M438405999,VIP
13057,M438425607,General
13058,M438440605,General
13059,M438475725,General
13060,M438504384,General
13061,M438534390,General
13062,M438560667,VIP
13063,M438665188,General
13064,M438694997,VIP
13065,M438699035,General
13066,M438701768,General
13067,M438718174,General
13068,M438752714,General
13069,M438808155,VIP
13070,M438839415,General
13071,M438859457,General
13072,M438871435,General
13073,M438890463,General
13074,M438925076,General
13075,M438970127,VIP
13076,M438979303,General
13077,M438990804,General
13078,M439023393,General
13079,M439028767,VIP
13080,M439032817,General
13081,M439046987,General
13082,M439053216,General
13083,M439098018,General
13084,M439117395,General
13085,M439133351,General
13086,M439166086,General
13087,M439193635,General
13088,M439249931,General
13089,M439262736,General
13090,M439269561,General
13091,M439279594,General
13092,M439387110,General
13093,M439389469,General
13094,M439502359,MVG
13095,M439509053,General
13096,M439557491,General
13097,M439565447,MVG
13098,M439588751,General
13099,M439609433,General
13100,M439694138,VIP
13101,M439727132,General
13102,M439745383,General
13103,M439769666,General
13104,M439783518,General
13105,M439786122,General
13106,M439806551,VIP
13107,M439859679,General
13108,M439877034,General
13109,M439937966,General
13110,M439959853,General
13111,M439989220,General
13112,M440008510,General
13113,M440010400,General
13114,M440020575,VIP
13115,M440130800,General
13116,M440137170,General
13117,M440172108,General
13118,M440174840,MVG
13119,M440189851,General
13120,M440204211,General
13121,M440238170,VIP
13122,M440343300,General
13123,M440377152,General
13124,M440423684,VIP
13125,M440433270,General
13126,M440454399,General
13127,M440458327,General
13128,M440478321,General
13129,M440505055,MVG
13130,M440545820,General
13131,M440568651,General
13132,M440609360,General
13133,M440686055,VIP
13134,M440722409,General
13135,M440729575,VIP
13136,M440778370,General
13137,M440863230,VIP
13138,M440874931,VIP
13139,M440878840,General
13140,M440949976,General
13141,M440960058,General
13142,M440963019,General
13143,M441049196,General
13144,M441070129,General
13145,M441110990,General
13146,M441142984,General
13147,M441150855,VIP
13148,M441152973,General
13149,M441173872,General
13150,M441182386,VIP
13151,M441186230,VIP
13152,M441220640,General
13153,M441223132,General
13154,M441249099,VIP
13155,M441272163,General
13156,M441318107,General
13157,M441355680,General
13158,M441400756,General
13159,M441491690,VIP
13160,M441501650,General
13161,M441509688,VIP
13162,M441541075,VIP
13163,M441585523,VIP
13164,M441606325,General
13165,M441609732,General
13166,M441653522,VIP
13167,M441656425,VIP
13168,M441667482,General
13169,M441703225,General
13170,M441709380,VIP
13171,M441722188,LENITH
13172,M441790243,VIP
13173,M441821896,General
13174,M441846665,VIP
13175,M441873939,General
13176,M441892603,VIP
13177,M441901907,General
13178,M441916984,General
13179,M441947493,General
13180,M442026227,VIP
13181,M442042864,General
13182,M442065153,General
13183,M442099237,General
13184,M442118549,General
13185,M442141461,VIP
13186,M442186124,General
13187,M442253713,General
13188,M442266555,General
13189,M442309002,General
13190,M442329746,General
13191,M442357128,General
13192,M442373274,General
13193,M442407346,General
13194,M442415150,General
13195,M442434173,General
13196,M442480931,VIP
13197,M442509660,General
13198,M442510198,VIP
13199,M442516792,General
13200,M442552442,General
13201,M442573721,General
13202,M442601559,General
13203,M442620785,General
13204,M442685472,General
13205,M442709590,General
13206,M442748095,General
13207,M442807877,General
13208,M442865670,General
13209,M442877153,VIP
13210,M442893046,VIP
13211,M443004864,General
13212,M443075930,General
13213,M443076920,General
13214,M443101018,VIP
13215,M443106155,VIP
13216,M443156730,General
13217,M443175853,General
13218,M443182699,General
13219,M443192872,General
13220,M443196992,General
13221,M443205260,General
13222,M443221496,VIP
13223,M443405148,General
13224,M443406632,General
13225,M443438162,VIP
13226,M443459737,General
13227,M443517452,General
13228,M443562541,General
13229,M443603486,General
13230,M443641769,General
13231,M443647431,General
13232,M443660654,General
13233,M443829226,General
13234,M443879198,General
13235,M443896438,General
13236,M443949017,General
13237,M443979092,General
13238,M444030899,General
13239,M444044071,General
13240,M444122153,VIP
13241,M444306480,General
13242,M444323103,General
13243,M444385405,General
13244,M444492475,General
13245,M444506835,MVG
13246,M444532126,General
13247,M444532579,General
13248,M444540691,General
13249,M444546752,General
13250,M444581389,MVG
13251,M444696309,VIP
13252,M444735551,General
13253,M444801151,General
13254,M444971485,General
13255,M445000524,General
13256,M445012173,General
13257,M445124669,MVG
13258,M445139601,VIP
13259,M445141644,VIP
13260,M445175800,General
13261,M445180842,General
13262,M445195758,General
13263,M445198508,General
13264,M445318732,General
13265,M445332803,General
13266,M445376977,General
13267,M445465017,General
13268,M445555053,General
13269,M445570462,General
13270,M445583495,General
13271,M445601192,VIP
13272,M445603390,General
13273,M445650079,VIP
13274,M445661194,General
13275,M445664179,General
13276,M445760095,General
13277,M445765107,General
13278,M445772163,General
13279,M445836808,General
13280,M445869462,General
13281,M445870975,General
13282,M445980580,General
13283,M446026652,General
13284,M446030661,General
13285,M446035188,VIP
13286,M446042379,General
13287,M446050472,VIP
13288,M446060432,General
13289,M446072019,VIP
13290,M446083535,General
13291,M446089882,General
13292,M446146466,General
13293,M446147367,General
13294,M446186875,General
13295,M446210594,General
13296,M446218946,General
13297,M446316597,General
13298,M446324148,General
13299,M446366031,General
13300,M446379991,General
13301,M446384547,General
13302,M446386174,General
13303,M446419548,General
13304,M446441400,VIP
13305,M446464041,VIP
13306,M446499822,General
13307,M446542234,VIP
13308,M446557163,General
13309,M446638323,General
13310,M446666590,General
13311,M446712525,General
13312,M446727892,General
13313,M446745025,VIP
13314,M446751899,General
13315,M446817823,VIP
13316,M446884032,General
13317,M446904796,General
13318,M446946293,General
13319,M446948282,General
13320,M447044805,General
13321,M447057364,General
13322,M447079025,General
13323,M447110755,General
13324,M447134960,General
13325,M447176053,General
13326,M447261165,General
13327,M447302698,General
13328,M447302968,General
13329,M447307468,VIP
13330,M447314048,General
13331,M447365241,General
13332,M447373386,General
13333,M447397842,General
13334,M447422143,General
13335,M447487292,General
13336,M447566037,General
13337,M447574238,General
13338,M447582902,VIP
13339,M447645276,General
13340,M447654564,General
13341,M447665075,VIP
13342,M447700628,General
13343,M447821725,VIP
13344,M447836810,General
13345,M447842916,General
13346,M447847330,General
13347,M447853326,General
13348,M447877468,VIP
13349,M447932222,General
13350,M447940258,General
13351,M447997301,General
13352,M448025892,General
13353,M448080200,General
13354,M448097696,General
13355,M448109677,MVG
13356,M448113143,General
13357,M448120037,General
13358,M448168520,General
13359,M448195444,VIP
13360,M448312163,General
13361,M448313561,General
13362,M448354162,General
13363,M448389750,General
13364,M448403099,General
13365,M448407439,General
13366,M448532526,General
13367,M448609005,General
13368,M448686417,General
13369,M448691654,General
13370,M448779119,General
13371,M448782968,General
13372,M448815633,General
13373,M448900217,General
13374,M449024700,General
13375,M449087924,VIP
13376,M449095124,VIP
13377,M449141052,General
13378,M449200829,General
13379,M449270098,General
13380,M449273442,General
13381,M449313158,General
13382,M449336435,General
13383,M449345258,General
13384,M449447161,General
13385,M449470070,VIP
13386,M449499046,General
13387,M449565277,General
13388,M449642762,General
13389,M449692702,General
13390,M449719845,General
13391,M449742587,General
13392,M449754917,General
13393,M449839605,General
13394,M449921106,VIP
13395,M449927258,General
13396,M449934064,MVG
13397,M449981546,General
13398,M449984937,General
13399,M450040774,VIP
13400,M450045150,VIP
13401,M450068436,General
13402,M450086524,General
13403,M450089331,General
13404,M450106974,General
13405,M450148271,General
13406,M450173653,General
13407,M450190956,MVG
13408,M450202097,General
13409,M450255601,General
13410,M450269657,General
13411,M450297655,General
13412,M450303155,General
13413,M450306146,General
13414,M450311378,General
13415,M450324731,General
13416,M450356638,General
13417,M450369956,General
13418,M450460526,General
13419,M450538841,VIP
13420,M450562281,General
13421,M450642564,General
13422,M450685351,General
13423,M450690609,General
13424,M450697050,General
13425,M450721145,VIP
13426,M450725220,General
13427,M450735435,General
13428,M450751866,General
13429,M450815550,General
13430,M450854874,VIP
13431,M450869334,General
13432,M450892968,MVG
13433,M450911271,General
13434,M451002677,General
13435,M451022957,General
13436,M451078562,VIP
13437,M451094347,VIP
13438,M451102289,General
13439,M451198775,MVG
13440,M451206354,General
13441,M451215964,General
13442,M451225871,General
13443,M451231520,General
13444,M451263639,General
13445,M451299600,General
13446,M451314569,VIP
13447,M451380564,VIP
13448,M451475287,VIP
13449,M451553753,General
13450,M451631345,General
13451,M451793963,General
13452,M451863981,General
13453,M451864555,General
13454,M451890953,General
13455,M451923584,General
13456,M451987126,General
13457,M452009229,General
13458,M452039910,General
13459,M452124012,VIP
13460,M452154058,General
13461,M452224678,General
13462,M452289898,General
13463,M452290042,VIP
13464,M452307160,VIP
13465,M452319665,MVG
13466,M452333191,General
13467,M452344107,General
13468,M452351438,General
13469,M452357754,VIP
13470,M452408803,General
13471,M452458270,VIP
13472,M452463614,General
13473,M452466090,General
13474,M452475914,General
13475,M452602439,General
13476,M452626659,General
13477,M452699692,VIP
13478,M452736670,VIP
13479,M452739949,General
13480,M452748554,General
13481,M452750492,General
13482,M452758938,General
13483,M452768052,General
13484,M452775982,General
13485,M452810440,General
13486,M452812327,General
13487,M452813320,General
13488,M452870284,General
13489,M452896750,General
13490,M452913884,General
13491,M452918082,General
13492,M453066565,General
13493,M453093457,General
13494,M453099234,General
13495,M453172357,General
13496,M453258251,General
13497,M453348871,VIP
13498,M453480074,VIP
13499,M453481478,MVG
13500,M453490534,General
13501,M453532132,General
13502,M453602589,General
13503,M453607684,General
13504,M453663197,VIP
13505,M453679292,General
13506,M453697567,General
13507,M453885510,General
13508,M453924158,General
13509,M453955147,General
13510,M454126591,General
13511,M454126600,VIP
13512,M454131167,General
13513,M454212714,General
13514,M454261915,General
13515,M454276766,General
13516,M454280570,General
13517,M454295619,VIP
13518,M454310974,General
13519,M454378807,General
13520,M454380731,General
13521,M454381920,General
13522,M454382896,General
13523,M454403708,General
13524,M454438096,General
13525,M454525674,General
13526,M454541335,General
13527,M454554388,General
13528,M454556583,General
13529,M454565492,General
13530,M454607908,General
13531,M454650509,General
13532,M454718539,VIP
13533,M454766039,VIP
13534,M454801191,General
13535,M454830968,General
13536,M454835175,General
13537,M454844384,General
13538,M454845732,VIP
13539,M454885995,General
13540,M454896385,General
13541,M454952486,VIP
13542,M454965390,General
13543,M454976674,General
13544,M454984764,General
13545,M455020495,General
13546,M455037730,General
13547,M455043219,General
13548,M455082714,VIP
13549,M455091979,General
13550,M455098326,General
13551,M455098519,General
13552,M455115205,VIP
13553,M455150254,General
13554,M455158437,General
13555,M455204588,General
13556,M455210192,MVG
13557,M455254599,General
13558,M455257652,General
13559,M455325876,General
13560,M455386467,VIP
13561,M455429915,VIP
13562,M455450029,General
13563,M455451535,General
13564,M455526089,General
13565,M455526909,General
13566,M455615329,General
13567,M455619305,General
13568,M455637666,General
13569,M455661555,General
13570,M455668235,VIP
13571,M455668331,General
13572,M455714844,General
13573,M455743231,General
13574,M455748620,General
13575,M455823312,General
13576,M455824780,VIP
13577,M455828867,VIP
13578,M455838367,VIP
13579,M455842439,General
13580,M455885515,General
13581,M455910130,General
13582,M455914893,General
13583,M456115280,General
13584,M456122154,VIP
13585,M456129676,General
13586,M456146140,General
13587,M456163079,VIP
13588,M456205287,VIP
13589,M456208403,General
13590,M456360880,General
13591,M456419705,VIP
13592,M456438156,General
13593,M456451345,General
13594,M456452142,General
13595,M456527883,General
13596,M456555675,General
13597,M456578795,General
13598,M456592611,General
13599,M456599903,General
13600,M456605114,General
13601,M456607709,General
13602,M456621110,General
13603,M456684420,General
13604,M456709499,General
13605,M456711907,General
13606,M456721084,General
13607,M456724478,General
13608,M456768052,General
13609,M456798962,General
13610,M456826588,General
13611,M456838034,General
13612,M456856307,General
13613,M456870430,General
13614,M456939424,MVG
13615,M456997909,General
13616,M457044425,General
13617,M457049267,General
13618,M457057861,General
13619,M457094018,General
13620,M457118876,General
13621,M457229341,General
13622,M457233338,General
13623,M457274964,General
13624,M457283728,General
13625,M457301134,General
13626,M457307652,General
13627,M457318132,General
13628,M457337007,General
13629,M457356274,General
13630,M457402890,General
13631,M457421296,General
13632,M457490542,General
13633,M457510298,MVG
13634,M457522163,VIP
13635,M457528394,General
13636,M457693686,General
13637,M457703601,General
13638,M457772952,General
13639,M457813979,General
13640,M457822481,General
13641,M457837215,General
13642,M457856735,VIP
13643,M457860228,General
13644,M457865311,General
13645,M457877506,MVG
13646,M457900240,General
13647,M457909327,VIP
13648,M457920011,VIP
13649,M458035618,General
13650,M458078641,General
13651,M458104711,VIP
13652,M458139784,General
13653,M458166039,MVG
13654,M458167415,General
13655,M458169225,General
13656,M458177043,General
13657,M458188686,VIP
13658,M458196015,General
13659,M458224366,VIP
13660,M458237019,General
13661,M458238499,General
13662,M458243275,General
13663,M458247633,VIP
13664,M458247955,General
13665,M458252798,General
13666,M458271664,General
13667,M458290826,General
13668,M458313706,General
13669,M458350989,General
13670,M458363350,General
13671,M458430105,General
13672,M458440605,VIP
13673,M458447170,General
13674,M458461943,General
13675,M458527167,General
13676,M458557710,General
13677,M458566418,General
13678,M458608007,General
13679,M458613493,General
13680,M458625828,General
13681,M458646062,General
13682,M458675513,General
13683,M458681173,VIP
13684,M458696586,General
13685,M458800640,General
13686,M458803179,General
13687,M458811829,General
13688,M458836821,General
13689,M458858395,General
13690,M458880965,General
13691,M458954230,General
13692,M459002891,VIP
13693,M459011341,General
13694,M459024108,General
13695,M459030559,General
13696,M459051913,General
13697,M459167520,General
13698,M459185598,VIP
13699,M459245463,General
13700,M459276904,General
13701,M459296192,General
13702,M459421460,General
13703,M459428104,General
13704,M459481119,VIP
13705,M459526292,General
13706,M459533046,General
13707,M459540377,General
13708,M459587608,General
13709,M459591909,VIP
13710,M459603239,General
13711,M459609442,General
13712,M459646854,General
13713,M459708072,General
13714,M459710423,VIP
13715,M459745669,General
13716,M459763154,General
13717,M459949222,General
13718,M459955689,General
13719,M460029664,General
13720,M460089031,General
13721,M460166996,VIP
13722,M460174963,General
13723,M460214153,General
13724,M460252133,General
13725,M460252497,General
13726,M460276942,General
13727,M460324117,General
13728,M460338018,General
13729,M460361337,General
13730,M460389326,VIP
13731,M460394707,General
13732,M460417391,VIP
13733,M460469737,General
13734,M460487608,General
13735,M460519096,General
13736,M460537663,MVG
13737,M460548127,VIP
13738,M460577033,General
13739,M460673604,General
13740,M460688479,VIP
13741,M460726636,General
13742,M460735319,General
13743,M460755417,VIP
13744,M460757844,General
13745,M460767538,VIP
13746,M460788906,General
13747,M460794535,VIP
13748,M460796360,General
13749,M460806344,General
13750,M460811210,General
13751,M460832807,VIP
13752,M460928904,VIP
13753,M460945807,General
13754,M460966511,General
13755,M461042073,General
13756,M461043168,General
13757,M461124508,General
13758,M461125799,General
13759,M461134903,General
13760,M461141788,General
13761,M461163232,General
13762,M461267782,General
13763,M461272574,General
13764,M461274482,General
13765,M461309345,General
13766,M461320805,General
13767,M461343061,General
13768,M461382908,General
13769,M461406693,VIP
13770,M461435652,General
13771,M461445665,General
13772,M461568259,General
13773,M461640369,General
13774,M461684100,General
13775,M461814149,General
13776,M461867055,General
13777,M461900537,General
13778,M461908339,General
13779,M461969082,VIP
13780,M461999103,General
13781,M462024101,General
13782,M462039174,General
13783,M462140963,General
13784,M462150043,VIP
13785,M462176569,VIP
13786,M462203645,General
13787,M462216146,VIP
13788,M462310097,General
13789,M462413618,VIP
13790,M462422038,General
13791,M462447937,VIP
13792,M462449335,LENITH
13793,M462522264,General
13794,M462575269,VIP
13795,M462600528,General
13796,M462614169,General
13797,M462619829,VIP
13798,M462638741,General
13799,M462722942,General
13800,M462780227,General
13801,M462781801,VIP
13802,M462806048,General
13803,M462826558,VIP
13804,M462916611,General
13805,M462924690,General
13806,M462953699,General
13807,M463018521,General
13808,M463048886,General
13809,M463055872,General
13810,M463084642,VIP
13811,M463085549,VIP
13812,M463108328,General
13813,M463183948,General
13814,M463185803,General
13815,M463254875,General
13816,M463264795,VIP
13817,M463355159,General
13818,M463361273,General
13819,M463373705,General
13820,M463400846,VIP
13821,M463440845,General
13822,M463445239,General
13823,M463455173,General
13824,M463473154,General
13825,M463493999,General
13826,M463537431,General
13827,M463539203,General
13828,M463623712,VIP
13829,M463646981,General
13830,M463665815,General
13831,M463695802,VIP
13832,M463795570,General
13833,M463817205,General
13834,M463838079,VIP
13835,M463842867,VIP
13836,M463894449,General
13837,M463953476,General
13838,M463994839,General
13839,M464004094,General
13840,M464063838,MVG
13841,M464136285,General
13842,M464163311,General
13843,M464231028,General
13844,M464248605,General
13845,M464293694,General
13846,M464297035,General
13847,M464319747,General
13848,M464342269,General
13849,M464347121,General
13850,M464358935,VIP
13851,M464388472,General
13852,M464404479,General
13853,M464432333,VIP
13854,M464556627,VIP
13855,M464594888,General
13856,M464617540,General
13857,M464627164,General
13858,M464645438,General
13859,M464662290,General
13860,M464669828,VIP
13861,M464675876,General
13862,M464708880,VIP
13863,M464789567,General
13864,M464799001,VIP
13865,M464808686,General
13866,M464814091,General
13867,M464839749,General
13868,M464851163,General
13869,M464873182,General
13870,M464904182,General
13871,M464914890,General
13872,M464959628,General
13873,M464959735,General
13874,M464966107,General
13875,M465007717,VIP
13876,M465014615,General
13877,M465052871,General
13878,M465099161,General
13879,M465113810,General
13880,M465142939,General
13881,M465235463,General
13882,M465331903,General
13883,M465351840,General
13884,M465363998,General
13885,M465422174,General
13886,M465425580,General
13887,M465430964,General
13888,M465453670,General
13889,M465470604,General
13890,M465480883,General
13891,M465534861,General
13892,M465541303,VIP
13893,M465559029,General
13894,M465562435,MVG
13895,M465574126,General
13896,M465609992,General
13897,M465610489,VIP
13898,M465663083,General
13899,M465808596,General
13900,M465836163,VIP
13901,M465866706,VIP
13902,M465909686,General
13903,M465933955,General
13904,M465935938,General
13905,M465965850,General
13906,M466006809,General
13907,M466025535,General
13908,M466064387,VIP
13909,M466237557,General
13910,M466266836,General
13911,M466276239,General
13912,M466327578,General
13913,M466344092,General
13914,M466364337,General
13915,M466377864,VIP
13916,M466381194,General
13917,M466407154,General
13918,M466422772,General
13919,M466442298,General
13920,M466451581,General
13921,M466462350,General
13922,M466487936,General
13923,M466508232,General
13924,M466520772,General
13925,M466568071,General
13926,M466576221,General
13927,M466592706,General
13928,M466620890,General
13929,M466641012,General
13930,M466685328,VIP
13931,M466759314,General
13932,M466779365,General
13933,M466809293,General
13934,M466864079,General
13935,M466878828,VIP
13936,M466925271,General
13937,M466963903,General
13938,M467023721,VIP
13939,M467033431,General
13940,M467054755,General
13941,M467077337,General
13942,M467092691,General
13943,M467107606,General
13944,M467111290,VIP
13945,M467116036,General
13946,M467146239,General
13947,M467193525,General
13948,M467327826,General
13949,M467328349,General
13950,M467366399,General
13951,M467433963,General
13952,M467451781,General
13953,M467471061,General
13954,M467590639,General
13955,M467605187,General
13956,M467641600,General
13957,M467671350,VIP
13958,M467703300,General
13959,M467805785,General
13960,M467819557,General
13961,M467820859,General
13962,M467917316,General
13963,M467918259,General
13964,M467972035,VIP
13965,M468016967,General
13966,M468039952,General
13967,M468070084,General
13968,M468138509,General
13969,M468146726,General
13970,M468176402,VIP
13971,M468267360,General
13972,M468333657,General
13973,M468354305,General
13974,M468404251,General
13975,M468434000,General
13976,M468465488,General
13977,M468528392,VIP
13978,M468615375,General
13979,M468618657,General
13980,M468629688,General
13981,M468649016,General
13982,M468659552,VIP
13983,M468662819,General
13984,M468685559,General
13985,M468700030,General
13986,M468739671,General
13987,M468799613,VIP
13988,M468809813,General
13989,M468834783,General
13990,M468862362,General
13991,M468938797,General
13992,M468949322,General
13993,M468954215,General
13994,M468961998,General
13995,M469026512,MVG
13996,M469072475,General
13997,M469074384,General
13998,M469084285,General
13999,M469093342,VIP
14000,M469094943,VIP
14001,M469112194,General
14002,M469130223,General
14003,M469193654,VIP
14004,M469209773,General
14005,M469312385,General
14006,M469316672,General
14007,M469333089,VIP
14008,M469420727,General
14009,M469451605,General
14010,M469458906,VIP
14011,M469462597,VIP
14012,M469473228,General
14013,M469474328,General
14014,M469504612,General
14015,M469511941,General
14016,M469537011,VIP
14017,M469589241,VIP
14018,M469705121,General
14019,M469850997,General
14020,M469971407,General
14021,M469996776,General
14022,M470039725,General
14023,M470099471,General
14024,M470112503,VIP
14025,M470113782,General
14026,M470150989,General
14027,M470158141,General
14028,M470197005,General
14029,M470215664,General
14030,M470227644,General
14031,M470249797,General
14032,M470280971,General
14033,M470347819,General
14034,M470358309,General
14035,M470370167,General
14036,M470396878,General
14037,M470422916,General
14038,M470465443,VIP
14039,M470485239,General
14040,M470609473,General
14041,M470729891,General
14042,M470734199,General
14043,M470780281,VIP
14044,M470823811,General
14045,M470873834,General
14046,M470886431,General
14047,M470903990,VIP
14048,M470937193,General
14049,M470940307,General
14050,M470956953,General
14051,M470964370,General
14052,M470990115,General
14053,M471017986,General
14054,M471054182,General
14055,M471072369,VIP
14056,M471074389,General
14057,M471103202,General
14058,M471160076,General
14059,M471173873,General
14060,M471180764,General
14061,M471192168,General
14062,M471197184,General
14063,M471229769,General
14064,M471248631,General
14065,M471253255,General
14066,M471260837,General
14067,M471263387,MVG
14068,M471285823,VIP
14069,M471322896,General
14070,M471341026,General
14071,M471357113,VIP
14072,M471395513,General
14073,M471397459,General
14074,M471430471,VIP
14075,M471445305,General
14076,M471471994,VIP
14077,M471548412,General
14078,M471643614,VIP
14079,M471728550,General
14080,M471752450,General
14081,M471904515,General
14082,M471976757,General
14083,M472005970,General
14084,M472007029,General
14085,M472050309,General
14086,M472052509,General
14087,M472103705,General
14088,M472129774,General
14089,M472170714,General
14090,M472210377,General
14091,M472279641,General
14092,M472391714,VIP
14093,M472413650,General
14094,M472417736,VIP
14095,M472447584,General
14096,M472459256,VIP
14097,M472546384,General
14098,M472599679,General
14099,M472768465,General
14100,M472787971,General
14101,M472824702,General
14102,M472924424,General
14103,M472940266,General
14104,M473037354,General
14105,M473074331,General
14106,M473077307,General
14107,M473087985,General
14108,M473091716,MVG
14109,M473092045,General
14110,M473125141,VIP
14111,M473159831,General
14112,M473218875,General
14113,M473235391,General
14114,M473270232,General
14115,M473285301,LENITH
14116,M473287540,General
14117,M473358717,VIP
14118,M473382465,General
14119,M473392527,General
14120,M473393299,General
14121,M473425569,General
14122,M473469851,General
14123,M473486986,General
14124,M473528420,General
14125,M473617760,General
14126,M473647121,General
14127,M473676915,General
14128,M473704891,General
14129,M473739173,General
14130,M473742924,General
14131,M473778806,General
14132,M473825028,VIP
14133,M473840199,MVG
14134,M473846286,VIP
14135,M473886652,VIP
14136,M473916102,General
14137,M473917054,VIP
14138,M473924730,General
14139,M473943937,General
14140,M474028414,General
14141,M474053066,General
14142,M474054021,General
14143,M474126784,General
14144,M474180820,General
14145,M474239372,General
14146,M474244586,General
14147,M474260118,General
14148,M474268976,VIP
14149,M474306365,General
14150,M474324711,General
14151,M474344549,General
14152,M474353425,General
14153,M474376925,General
14154,M474391960,General
14155,M474407849,General
14156,M474461629,General
14157,M474467072,VIP
14158,M474478901,VIP
14159,M474483149,General
14160,M474658059,General
14161,M474734850,General
14162,M474747127,General
14163,M474757095,General
14164,M474764832,VIP
14165,M474826853,General
14166,M474828027,General
14167,M474899034,General
14168,M474908798,VIP
14169,M474909528,VIP
14170,M474966263,General
14171,M475050502,General
14172,M475051602,General
14173,M475111217,General
14174,M475156103,General
14175,M475171786,General
14176,M475214470,General
14177,M475271014,General
14178,M475328272,General
14179,M475343079,General
14180,M475365720,General
14181,M475417716,General
14182,M475442891,General
14183,M475487362,General
14184,M475533903,General
14185,M475537487,General
14186,M475546066,General
14187,M475586008,General
14188,M475608157,General
14189,M475632901,General
14190,M475635445,General
14191,M475647218,General
14192,M475671852,VIP
14193,M475682009,General
14194,M475699837,VIP
14195,M475735319,General
14196,M475738251,General
14197,M475842850,General
14198,M475855363,General
14199,M475857646,General
14200,M475893643,General
14201,M475905101,VIP
14202,M475929782,General
14203,M475944246,General
14204,M475992833,General
14205,M476089320,General
14206,M476099863,VIP
14207,M476114969,General
14208,M476128006,General
14209,M476146011,General
14210,M476158071,General
14211,M476176344,VIP
14212,M476295934,General
14213,M476313176,General
14214,M476354170,General
14215,M476376202,General
14216,M476382560,VIP
14217,M476390547,General
14218,M476394499,VIP
14219,M476415847,General
14220,M476482300,General
14221,M476524149,General
14222,M476556591,General
14223,M476567995,General
14224,M476573983,VIP
14225,M476575501,General
14226,M476605869,General
14227,M476648468,VIP
14228,M476757693,General
14229,M476925530,MVG
14230,M476963257,VIP
14231,M476991098,General
14232,M477013151,General
14233,M477066747,VIP
14234,M477076125,VIP
14235,M477176182,VIP
14236,M477222336,General
14237,M477241460,General
14238,M477250794,VIP
14239,M477255041,General
14240,M477258972,General
14241,M477283574,General
14242,M477307019,General
14243,M477311878,General
14244,M477341376,General
14245,M477383055,General
14246,M477397303,General
14247,M477417900,VIP
14248,M477437069,General
14249,M477442601,General
14250,M477487051,General
14251,M477507144,General
14252,M477585931,General
14253,M477597653,VIP
14254,M477600684,General
14255,M477612163,General
14256,M477618556,General
14257,M477627209,General
14258,M477628418,General
14259,M477637807,General
14260,M477704674,General
14261,M477713170,General
14262,M477718988,General
14263,M477776639,General
14264,M477826460,General
14265,M477836337,General
14266,M477877691,VIP
14267,M477888613,General
14268,M477893307,General
14269,M477962653,General
14270,M477972660,General
14271,M478009016,General
14272,M478011201,General
14273,M478064157,VIP
14274,M478073532,General
14275,M478104782,General
14276,M478133739,General
14277,M478167696,General
14278,M478179156,General
14279,M478213604,General
14280,M478282902,VIP
14281,M478317264,General
14282,M478401606,General
14283,M478435767,VIP
14284,M478445642,General
14285,M478449977,General
14286,M478510820,General
14287,M478552731,General
14288,M478562434,General
14289,M478617353,General
14290,M478630491,General
14291,M478649698,General
14292,M478666726,General
14293,M478677225,General
14294,M478690806,General
14295,M478731173,General
14296,M478731526,MVG
14297,M478752259,General
14298,M478759688,General
14299,M478824082,VIP
14300,M478832421,General
14301,M478920633,VIP
14302,M478937430,General
14303,M478944443,VIP
14304,M478963743,VIP
14305,M478968564,General
14306,M478969101,General
14307,M478984379,VIP
14308,M478991949,General
14309,M478994237,General
14310,M479006591,General
14311,M479049430,General
14312,M479079032,VIP
14313,M479141628,General
