cust,ma_fem_dv,ages,zon_hlv,grade
M474483149,1,1,16,General
M474658059,0,2,3,General
M474734850,0,2,10,General
M474747127,0,1,9,General
M474757095,0,0,13,General
M474764832,0,3,9,VIP
M474826853,0,3,3,General
M474828027,0,3,11,General
M474899034,0,3,10,General
M474908798,0,2,17,VIP+
M474909528,0,3,6,VIP+
M474966263,0,1,4,General
M475050502,1,2,12,General
M475051602,1,1,5,General
M475111217,1,2,17,General
M475156103,1,1,10,General
M475171786,1,0,10,General
M475214470,0,1,10,General
M475271014,0,2,16,General
M475328272,0,2,17,General
M475343079,0,3,4,General
M475365720,1,3,4,General
M475417716,0,2,10,General
M475442891,0,3,10,General
M475533903,1,3,10,General
M475537487,1,1,17,General
M475546066,1,4,10,General
M475586008,0,2,17,General
M475608157,1,3,3,General
M475632901,1,3,10,General
M475635445,0,2,6,General
M475647218,1,2,17,General
M475671852,1,3,10,VIP+
M475682009,1,1,14,General
M475699837,1,2,10,VIP+
M475735319,0,4,10,General
M475738251,0,3,10,General
M475842850,0,2,3,General
M475855363,0,2,17,General
M475857646,0,3,15,General
M475893643,1,3,10,General
M475905101,1,2,13,VIP
M475929782,1,2,1,General
M475944246,0,3,10,General
M475992833,0,2,16,General
M476089320,0,3,10,General
M476099863,0,3,10,General
M476114969,0,1,10,General
M476128006,0,2,6,General
M476146011,0,1,17,General
M476158071,1,1,10,General
M476176344,0,3,17,VIP
M476295934,1,2,10,General
M476313176,1,2,3,General
M476354170,0,1,17,General
M476376202,0,3,10,General
M476382560,0,2,10,VIP+
M476390547,0,1,4,General
M476394499,1,2,1,VIP+
M476415847,1,0,11,General
M476482300,1,1,10,General
M476556591,0,0,14,General
M476567995,0,3,1,General
M476573983,1,3,17,VIP+
M476575501,0,2,10,General
M476605869,1,2,16,General
M476648468,0,1,17,VIP
M476757693,0,3,16,General
M476925530,0,2,16,MVG-Ace
M476963257,0,1,17,General
M476991098,0,1,6,General
M477013151,0,2,15,General
M477066747,0,0,10,VIP
M477076125,0,2,10,VIP
M477176182,1,3,10,VIP+
M477222336,0,3,4,General
M477241460,1,0,14,General
M477250794,0,1,13,VIP
M477255041,1,4,10,General
M477258972,1,1,14,General
M477283574,0,3,10,General
M477307019,1,3,16,General
M477311878,1,1,4,General
M477341376,0,3,16,General
M477397303,0,1,11,General
M477417900,0,4,16,VIP
M477437069,0,2,17,General
M477442601,1,3,14,General
M477507144,0,2,10,General
M477597653,1,1,17,VIP
M477600684,0,4,17,General
M477612163,1,1,13,General
M477618556,0,3,16,General
M477627209,1,2,10,General
M477628418,0,1,6,General
M477704674,1,3,17,General
M477713170,1,1,4,General
M477718988,0,5,14,General
M477776639,0,3,10,General
M477826460,1,1,10,General
M477836337,1,3,17,General
M477877691,0,3,17,VIP
M477893307,0,4,15,General
M477962653,0,4,17,General
M477972660,0,2,4,General
M478009016,1,2,8,General
M478011201,1,2,3,General
M478064157,0,1,11,VIP
M478073532,0,4,10,General
M478167696,0,3,17,General
M478179156,0,2,10,General
M478213604,1,4,10,General
M478282902,0,1,10,VIP
M478401606,0,2,3,General
M478435767,0,0,4,VIP
M478445642,0,1,11,General
M478449977,1,1,10,General
M478510820,0,2,17,General
M478552731,0,0,5,General
M478562434,1,1,10,General
M478617353,0,2,15,General
M478630491,0,3,10,General
M478649698,0,1,17,General
M478666726,0,2,9,General
M478677225,1,3,10,General
M478731526,0,0,10,MVG-Ace
M478752259,0,2,13,General
M478759688,0,5,10,General
M478824082,0,0,16,VIP
M478832421,0,1,12,General
M478920633,0,0,17,VIP+
M478937430,0,2,17,General
M478944443,1,1,17,VIP+
M478963743,0,3,11,VIP+
M478968564,1,1,4,General
M478969101,0,1,10,General
M478984379,0,2,17,VIP
M478991949,0,2,17,General
M479006591,0,3,17,General
M479049430,0,3,10,General
M479079032,0,1,17,VIP
M479194646,0,4,10,General
M479220702,0,2,6,General
M479230729,1,2,17,VIP
M479242039,0,2,17,General
M479320116,0,3,12,General
M479355667,1,2,10,General
M479413931,0,1,9,General
M479465319,0,1,10,LENITH
M479508118,0,2,9,General
M479548223,0,5,6,General
M479560429,0,0,10,General
M479733190,1,3,17,General
M479733959,0,2,17,General
M479789106,1,2,10,General
M479944588,0,1,17,General
M479945492,1,2,17,General
M479961895,0,4,17,General
M479961924,0,4,10,General
M480020012,0,3,17,VIP
M480024773,0,3,10,General
M480055229,0,2,8,General
M480126681,0,3,10,VIP+
M480186343,0,3,17,VIP+
M480191671,0,2,4,VIP
M480203635,1,2,10,General
M480235892,1,1,6,General
M480289922,1,1,5,General
M480330943,0,3,14,VIP
M480386913,1,2,10,General
M480447632,1,3,10,General
M480467633,0,1,17,General
M480515522,1,2,17,General
M480578123,0,1,16,VIP
M480597469,1,3,12,General
M480621907,1,4,16,General
M480680440,0,2,10,VIP
M480728280,1,0,10,General
M480736339,0,4,10,General
M480771018,1,0,10,General
M480772774,0,2,11,General
M480800842,0,1,16,General
M480891283,0,1,17,General
M480933964,0,2,17,General
M480986277,0,2,17,General
M481036282,0,2,11,General
M481038114,0,5,4,General
M481079672,0,1,10,MVG-Crown
M481088165,1,3,10,General
M481117780,1,1,17,VIP+
M481137026,0,0,17,General
M481283938,0,2,16,MVG-Ace
M481292052,0,2,13,General
M481301612,0,1,3,General
M481307274,0,2,6,VIP
M481347429,0,0,4,General
M481349058,0,2,17,VIP
M481359601,0,3,10,General
M481377463,0,2,10,VIP
M481402472,1,2,16,General
M481406720,0,2,17,General
M481452331,0,3,10,MVG-Prestige
M481496961,0,2,10,General
M481531211,0,1,17,General
M481545531,0,1,16,General
M481548634,1,0,10,General
M481574834,0,2,13,VIP
M481579133,0,1,8,General
M481629011,1,2,10,General
M481696654,1,2,11,General
M481700847,0,3,17,General
M481734389,1,1,17,MVG-Prestige
M481811966,1,0,12,General
M481846551,1,2,17,MVG-Prestige
M481898203,0,1,17,VIP
M481901816,0,1,4,MVG-Ace
M481908249,0,2,17,General
M482023137,0,3,17,General
M482056409,0,3,14,General
M482109725,0,2,11,General
M482113342,0,3,17,General
M482114224,0,1,10,General
M482125514,1,1,10,General
M482258996,0,1,17,General
M482321985,0,2,17,VIP
M482405181,0,2,10,VIP+
M482407638,0,0,4,VIP
M482536263,0,1,4,General
M482571264,0,4,16,General
M482576047,0,1,10,General
M482606157,1,4,14,General
M482627244,0,3,1,General
M482705205,0,3,17,General
M482809276,1,0,10,General
M482814653,0,3,17,General
M482849924,1,2,16,General
M482863890,0,3,11,General
M482901666,1,2,10,VIP
M482922458,0,0,11,General
M482942952,0,3,10,General
M483010139,0,2,17,General
M483040675,0,3,10,General
M483103698,1,2,10,General
M483115342,0,2,17,VIP
M483161587,1,0,17,General
M483163185,0,1,17,General
M483193445,0,3,4,General
M483222729,1,2,16,General
M483232859,1,3,16,General
M483322759,0,1,17,General
M483346717,0,4,4,General
M483407340,0,2,10,VIP
M483456077,1,2,10,VIP
M483471728,0,0,10,General
M483487275,0,2,6,General
M483525058,0,3,4,General
M483565547,0,2,17,General
M483584646,0,3,4,General
M483636484,0,2,6,VIP+
M483689616,0,3,17,VIP+
M483719681,0,3,10,VIP+
M483736160,0,2,9,General
M483756720,0,2,16,General
M483815433,0,2,10,General
M483827265,1,2,6,VIP
M483849770,0,4,10,General
M483874877,0,1,17,VIP+
M483966984,1,3,10,General
M483981924,1,2,17,General
M484031885,0,1,10,VIP+
M484049673,1,2,10,General
M484057936,0,5,11,General
M484096854,1,2,17,General
M484130958,0,1,11,VIP
M484188543,1,0,10,General
M484248475,0,2,16,VIP
M484254105,0,2,17,VIP+
M484256349,1,1,6,General
M484267183,0,3,17,General
M484304266,0,4,17,MVG-Ace
M484354824,1,3,10,General
M484378896,0,5,10,General
M484409523,0,0,16,General
M484453427,0,3,10,VIP
M484469095,1,2,11,VIP+
M484530260,0,2,17,VIP+
M484582624,0,0,10,General
M484620647,0,3,16,General
M484634277,0,0,10,General
M484660548,0,2,14,General
M484684059,1,2,17,General
M484696345,0,3,5,VIP
M484775159,0,2,10,General
M484781561,1,1,17,General
M484836588,1,2,17,General
M484842441,1,3,14,General
M484911387,0,4,17,General
M484933661,0,3,4,VIP
M484942262,0,5,14,General
M484962373,0,1,11,General
M485001173,1,1,14,General
M485003774,0,3,6,General
M485005539,0,2,17,General
M485034856,0,2,17,General
M485037447,1,2,17,MVG-Prestige
M485092184,0,3,10,General
M485097082,1,3,10,General
M485151444,1,2,8,General
M485154566,0,3,17,General
M485187242,1,3,13,General
M485275326,0,1,17,General
M485343693,0,1,12,VIP+
M485353652,1,3,17,General
M485363586,1,2,13,General
M485464665,1,3,17,VIP
M485512132,0,1,10,General
M485639988,0,2,10,General
M485670699,0,2,17,General
M485683031,1,1,16,General
M485685922,0,1,8,General
M485740920,1,2,16,VIP
M485777160,0,2,17,VIP+
M485813837,1,1,10,General
M485850832,0,0,17,General
M485928653,1,1,17,General
M485930538,1,2,4,General
M486016468,0,1,17,VIP
M486027879,0,1,10,General
M486046168,0,0,1,General
M486072329,1,1,17,General
M486142677,0,3,17,General
M486215170,1,2,17,General
M486247869,1,0,4,General
M486284864,0,3,10,General
M486331499,0,2,12,General
M486362297,0,3,16,General
M486440030,0,4,11,General
M486446053,0,1,10,General
M486455844,0,2,17,General
M486496840,0,3,17,VIP+
M486505194,1,1,11,General
M486528275,1,3,17,General
M486593681,0,1,10,General
M486620258,0,1,10,General
M486629502,0,3,16,General
M486676654,0,3,10,VIP+
M486749349,0,2,6,General
M486753727,0,1,10,General
M486849343,1,0,6,General
M486855505,1,3,16,General
M486895128,0,2,17,MVG-Prestige
M486909750,1,0,17,General
M487024894,0,2,10,General
M487142334,0,2,6,General
M487150373,1,0,10,General
M487155742,1,1,10,General
M487159391,0,2,10,General
M487185362,0,2,8,General
M487227158,0,1,4,General
M487230387,0,3,12,VIP
M487276361,1,2,16,VIP+
M487322173,1,1,17,General
M487341978,1,4,14,General
M487403849,1,2,8,General
M487404274,1,3,6,General
M487444251,0,3,10,General
M487524610,0,2,10,General
M487526329,0,0,10,General
M487550295,1,2,10,General
M487568653,0,1,4,General
M487631477,0,2,8,General
M487664884,0,3,14,General
M487777347,0,0,10,General
M487798960,0,2,10,General
M487826064,1,1,5,General
M487840563,0,2,10,VIP
M487860815,1,4,10,General
M487914773,0,1,17,General
M487932808,1,2,17,General
M487986876,0,1,17,General
M487990269,0,2,17,VIP
M487999660,0,3,6,General
M488056967,0,2,10,General
M488061006,0,4,16,General
M488083324,0,1,9,General
M488104803,0,2,10,General
M488137279,0,5,10,General
M488251676,0,1,10,General
M488252603,1,1,10,General
M488279305,1,0,11,General
M488284082,0,2,17,MVG-Ace
M488287134,0,1,10,General
M488315594,1,4,17,General
M488337300,1,3,13,General
M488363509,0,4,4,General
M488367201,0,3,17,General
M488378806,1,0,13,General
M488494531,0,2,3,VIP
M488558750,1,2,17,VIP
M488597410,1,4,17,VIP
M488679073,0,4,17,General
M488683945,0,2,11,General
M488747909,0,5,15,General
M488788052,0,1,10,General
M488790108,0,2,10,General
M488836937,0,1,13,General
M488845402,1,2,4,VIP
M488901192,1,2,10,General
M488933345,1,2,17,VIP
M488999601,0,1,17,General
M489007797,1,0,10,General
M489043690,0,0,16,General
M489145123,0,2,16,VIP
M489206166,0,1,17,General
M489238311,1,0,10,General
M489239080,0,5,16,General
M489266563,0,3,3,MVG-Ace
M489280716,1,1,10,General
M489290485,1,1,17,General
M489307816,1,3,17,General
M489412130,0,2,11,General
M489412815,0,2,17,General
M489416351,1,3,10,General
M489428852,0,4,12,General
M489460698,1,3,16,General
M489483977,0,2,16,General
M489493349,1,0,2,General
M489551360,0,1,10,VIP
M489561962,0,1,11,General
M489567466,1,3,11,General
M489604777,0,3,17,VIP
M489629828,0,1,16,General
M489750855,1,2,3,General
M489761694,1,2,10,General
M489761978,0,2,4,General
M489799693,0,1,10,General
M489825548,0,0,10,General
M489844410,0,0,6,General
M489872640,0,1,10,General
M489893937,0,0,10,General
M489925840,0,2,11,General
M489948190,0,3,16,VIP+
M489987373,0,1,10,General
M489987652,0,1,17,General
M490071811,0,0,9,General
M490236664,0,2,16,General
M490260194,0,4,17,General
M490262515,0,1,8,General
M490271692,0,2,6,VIP+
M490272597,0,2,10,VIP
M490278438,0,5,17,General
M490286007,1,2,12,VIP
M490311813,1,3,10,General
M490324209,1,2,1,General
M490334866,0,0,4,General
M490343950,0,2,17,General
M490344213,0,3,14,General
M490359476,0,1,2,General
M490476107,0,1,10,VIP
M490477864,0,2,16,General
M490557505,1,2,17,VIP
M490605046,1,0,10,General
M490628574,0,2,15,VIP
M490661026,0,4,4,General
M490663709,0,2,11,VIP
M490677749,0,0,17,General
M490717147,0,3,10,General
M490720729,0,1,14,General
M490752537,0,4,10,General
M490757459,0,4,10,General
M490764657,1,2,17,General
M490800805,0,2,10,General
M490809747,0,3,17,General
M490890482,1,3,11,General
M490945757,0,3,17,General
M490955305,0,2,9,General
M491033214,0,1,10,General
M491042683,0,2,11,General
M491096845,1,0,10,General
M491117525,0,4,17,General
M491180817,0,4,14,VIP+
M491188617,1,1,16,General
M491232489,1,3,17,General
M491244853,1,3,16,General
M491247957,1,1,1,VIP+
M491264347,1,2,15,General
M491270266,0,3,10,VIP
M491322178,1,2,17,General
M491334129,0,2,2,General
M491334162,1,4,10,General
M491481254,0,2,16,VIP+
M491496657,0,3,17,VIP+
M491585000,0,1,17,General
M491599843,0,1,10,General
M491631579,0,2,9,General
M491721789,1,2,17,VIP
M491737631,1,2,17,General
M491832642,0,1,17,General
M491896720,1,2,17,VIP+
M491930570,1,2,10,General
M491948641,0,1,17,General
M491969972,0,1,10,General
M491981931,1,2,10,General
M491984332,0,0,12,General
M492032380,1,1,10,General
M492054975,1,3,4,General
M492060518,0,2,10,General
M492061687,0,0,10,General
M492152431,0,1,17,General
M492199455,1,4,17,General
M492248004,1,4,11,VIP+
M492399103,0,2,17,VIP+
M492427598,0,3,14,General
M492428406,0,2,5,General
M492599480,1,1,3,General
M492608468,0,1,10,General
M492619999,0,1,4,VIP
M492621226,0,4,13,General
M492697490,0,2,3,General
M492701515,1,4,10,General
M492701868,0,4,5,General
M492723500,0,1,10,General
M492812058,1,1,5,General
M492876915,0,0,10,General
M492923614,0,0,17,General
M492928576,0,3,17,General
M493043369,0,2,17,VIP+
M493088262,0,1,4,General
M493093291,0,2,17,General
M493113942,0,0,4,General
M493122026,0,1,17,General
M493126071,0,2,10,General
M493138923,0,1,10,General
M493158881,0,3,4,General
M493177856,0,4,17,General
M493205381,0,2,11,VIP
M493221703,0,4,4,General
M493260349,0,3,13,General
M493334393,0,3,8,General
M493341181,0,1,10,General
M493376601,0,3,9,General
M493406445,1,3,8,General
M493411602,0,3,17,General
M493447758,0,3,10,General
M493467929,0,1,10,VIP
M493531067,0,5,10,General
M493562006,1,3,10,General
M493563262,0,1,10,General
M493584704,0,2,11,General
M493591647,0,2,6,General
M493620584,0,3,10,General
M493639672,1,2,3,VIP
M493712780,0,3,1,General
M493725236,0,0,10,General
M493726536,0,2,8,VIP
M493771641,1,0,8,General
M493785715,0,2,17,General
M493787235,0,2,13,General
M493787913,0,1,10,General
M493923904,0,3,10,General
M494020150,1,3,10,VIP+
M494040767,0,2,10,VIP+
M494043151,0,2,13,VIP+
M494055119,0,2,10,General
M494078861,0,3,14,General
M494096228,0,2,6,General
M494121120,1,2,10,General
M494150727,1,5,14,General
M494151662,0,1,10,General
M494187675,1,2,5,General
M494192279,0,1,4,General
M494279986,0,2,12,General
M494317229,0,1,17,General
M494356798,1,3,10,General
M494364871,0,3,14,VIP+
M494423108,1,1,17,General
M494509730,1,2,10,General
M494525392,0,3,10,General
M494530974,0,1,6,General
M494552022,0,2,10,MVG-Ace
M494604645,0,2,10,General
M494652484,0,1,10,VIP
M494675418,1,1,17,General
M494695063,0,3,8,General
M494702762,1,1,17,General
M494774673,0,0,17,General
M494823551,0,2,6,General
M494831752,0,5,16,General
M494861587,0,3,10,General
M494867647,0,0,10,General
M494967553,0,3,15,General
M494993187,1,4,17,General
M495002832,0,2,16,General
M495065676,0,3,6,VIP
M495207038,0,4,16,General
M495361499,1,1,14,General
M495402521,0,0,12,General
M495434475,0,2,8,General
M495491703,0,1,17,General
M495500700,0,1,10,General
M495511155,0,3,16,VIP+
M495542332,0,2,17,VIP+
M495556514,1,2,17,General
M495571271,0,0,5,General
M495601244,0,3,4,General
M495617160,1,0,14,General
M495624927,0,2,10,General
M495689896,0,1,17,General
M495710479,1,5,5,VIP+
M495754168,1,3,10,General
M495797976,1,1,17,General
M495813588,0,3,17,General
M495854594,0,3,5,General
M495888873,1,0,17,General
M495906656,0,4,17,General
M495914398,0,4,11,General
M495972460,1,2,10,VIP
M496044052,1,0,12,General
M496130275,1,0,10,VIP
M496133115,0,1,10,General
M496207063,0,3,10,General
M496211794,0,1,6,General
M496286119,0,2,17,General
M496322452,0,2,16,General
M496343152,0,1,11,General
M496356524,0,0,16,General
M496428936,0,3,17,General
M496460862,1,1,10,General
M496487238,1,1,6,VIP
M496627232,0,2,10,General
M496687499,0,3,17,General
M496687988,0,0,5,General
M496711777,0,2,16,General
M496726518,0,2,17,General
M496730756,0,3,7,General
M496745497,0,3,3,General
M496756361,0,3,17,General
M496842458,0,2,10,General
M496844384,0,0,17,General
M496890100,0,4,3,General
M496935141,0,2,1,General
M496984949,0,1,10,VIP
M496990344,0,3,4,General
M497205803,0,2,10,General
M497239456,0,3,9,General
M497278311,1,1,10,General
M497314502,1,2,4,General
M497442092,1,2,13,General
M497458467,0,2,10,General
M497474709,1,1,10,General
M497478440,0,2,14,General
M497552185,0,1,17,VIP
M497636486,0,4,11,General
M497708148,1,2,17,VIP
M497756509,1,1,10,General
M497773987,0,2,16,VIP+
M497778171,0,1,10,General
M497779374,1,1,17,General
M497868985,0,1,8,General
M497877461,0,5,10,General
M497882672,0,2,17,General
M497893313,0,2,5,General
M497931499,0,3,17,General
M497974454,0,3,14,General
M497981591,0,3,6,General
M497985381,1,3,15,General
M497989990,1,3,8,VIP
M498013709,1,2,11,VIP+
M498027618,0,1,7,General
M498043988,0,1,6,General
M498044463,0,1,17,General
M498069014,0,2,14,General
M498076049,0,1,10,General
M498152864,0,1,11,VIP+
M498163341,0,2,17,General
M498271873,1,2,4,General
M498349355,0,1,17,VIP
M498354511,0,2,11,General
M498359649,0,1,10,VIP
M498409873,0,5,11,General
M498416560,0,5,17,General
M498497303,0,3,17,General
M498537637,0,1,1,General
M498540717,0,1,4,General
M498547378,0,1,17,General
M498697163,0,3,7,VIP
M498799886,1,1,1,General
M498836866,1,0,17,General
M498843184,0,0,16,General
M498854259,0,1,17,General
M498903847,0,3,10,General
M498938069,0,1,17,General
M498944603,0,3,16,VIP+
M499006371,1,2,10,General
M499011203,0,2,17,General
M499015819,0,3,8,VIP
M499017330,1,3,10,General
M499021531,0,3,17,General
M499032032,0,2,17,VIP
M499047264,1,3,17,General
M499051680,0,2,16,MVG-Prestige
M499127843,0,3,1,General
M499149819,1,0,17,General
M499171705,0,2,17,VIP
M499177205,0,1,16,General
M499188110,0,5,17,General
M499221978,1,2,17,VIP+
M499224250,0,3,11,General
M499271557,1,3,17,General
M499290433,0,3,4,General
M499302929,0,2,17,General
M499348574,0,2,10,VIP
M499367751,0,4,10,General
M499432718,1,0,10,General
M499441362,1,3,1,General
M499505622,0,1,11,General
M499665105,1,2,4,General
M499719466,1,1,10,General
M499779664,0,1,17,General
M499847718,0,3,17,General
M499849066,0,1,10,General
M499904826,0,0,17,General
M499957092,0,1,17,General
M499960277,1,2,10,VIP+
M499963767,1,2,10,General
M499993614,0,1,10,General
M500004200,1,1,17,General
M500031519,1,2,10,General
M500171023,1,3,17,General
M500183535,0,3,10,General
M500238619,0,2,5,General
M500248070,0,1,17,General
M500267506,0,3,10,General
M500313546,0,4,17,VIP
M500347920,0,3,6,General
M500356392,0,4,17,General
M500452870,0,0,16,General
M500466017,0,4,17,General
M500468026,0,4,17,General
M500614677,0,3,17,VIP
M500619790,1,1,17,General
M500652077,1,2,8,General
M500655308,0,1,8,General
M500671801,0,2,17,General
M500766256,0,2,17,General
M500777313,0,1,10,General
M500789827,0,1,4,VIP
M500793973,1,2,11,General
M500829793,0,2,4,General
M500889360,0,5,10,General
M500919418,0,0,17,General
M500927388,1,2,17,General
M500973229,0,1,8,General
M501079008,0,3,10,General
M501088549,1,1,11,General
M501134859,0,1,9,General
M501143162,0,3,17,VIP
M501167377,0,1,17,General
M501171692,1,4,8,General
M501197016,0,3,6,General
M501288768,0,4,10,General
M501385524,0,2,16,General
M501421958,1,2,10,VIP
M501453303,0,3,10,General
M501474294,0,3,10,General
M501511206,0,2,10,General
M501547374,0,1,15,General
M501631796,0,2,9,General
M501680027,1,2,10,General
M501683336,1,2,6,General
M501690210,0,3,4,General
M501734107,1,1,6,General
M501758276,0,2,15,VIP
M501811392,0,1,17,General
M501880578,0,2,3,General
M501886558,1,4,14,General
M501955637,0,1,14,General
M502016445,0,2,16,General
M502030951,1,2,6,VIP+
M502039636,1,1,4,General
M502054528,1,1,17,General
M502125564,0,1,16,General
M502145443,0,1,16,General
M502203551,0,1,10,General
M502206225,1,4,17,MVG-Ace
M502216930,0,2,11,VIP+
M502221447,1,4,17,General
M502325468,0,5,16,VIP
M502344565,0,2,16,General
M502462795,1,3,10,General
M502480776,0,1,3,General
M502524335,0,1,8,VIP
M502599967,0,1,17,General
M502608464,0,3,10,General
M502620173,1,2,17,General
M502683391,1,2,16,General
M502687046,0,2,17,General
M502718377,0,0,15,General
M502740045,0,1,2,General
M502821044,0,3,17,General
M502827390,1,1,10,General
M502843350,0,1,17,General
M502897482,0,3,10,VIP
M502907253,0,1,17,General
M502940496,0,0,6,General
M502940528,1,0,4,General
M502968623,0,1,17,General
M502968965,0,2,8,General
M502972832,0,2,6,General
M503044985,0,2,11,General
M503064270,0,4,16,General
M503108006,0,1,17,General
M503110900,1,2,17,VIP
M503141786,0,3,8,VIP
M503188505,0,1,10,General
M503198450,0,1,10,General
M503226381,0,1,4,General
M503233284,1,2,10,General
M503336811,1,2,13,General
M503510734,0,3,11,General
M503541617,0,0,17,General
M503571786,0,1,10,General
M503596295,1,1,17,General
M503602403,1,2,17,General
M503615570,0,1,17,General
M503639362,0,2,17,General
M503644632,0,4,4,General
M503646563,1,0,17,General
M503650621,1,2,17,General
M503656719,0,1,14,General
M503679908,0,2,17,VIP+
M503681262,1,0,10,General
M503692078,0,3,10,General
M503710371,0,1,6,VIP
M503772494,1,4,9,General
M503821755,0,2,9,General
M503846810,0,3,16,MVG-Ace
M503922111,1,0,10,General
M503964131,0,2,4,General
M503972067,1,3,17,VIP+
M503976117,0,1,17,General
M504046491,0,0,4,General
M504105233,1,1,7,General
M504119201,0,1,10,General
M504178809,0,1,16,General
M504179852,0,2,11,VIP
M504189976,1,2,10,General
M504238193,0,2,12,VIP
M504293568,0,0,10,General
M504419132,1,2,15,General
M504430102,0,3,10,General
M504445997,0,4,10,General
M504489734,1,0,12,General
M504501855,1,4,16,General
M504511915,0,2,8,VIP
M504529089,1,1,15,General
M504538931,0,2,10,General
M504548719,0,1,4,VIP
M504661698,0,3,13,VIP+
M504681746,0,1,17,General
M504707751,0,2,9,VIP+
M504760524,0,2,10,General
M504929950,0,3,7,General
M504984455,1,4,10,VIP
M505013465,1,2,17,General
M505026253,1,3,15,General
M505062003,0,1,17,General
M505064484,1,3,4,General
M505074154,1,2,10,General
M505087067,0,0,11,General
M505098255,0,1,10,General
M505103958,0,2,10,General
M505124522,0,1,10,General
M505141659,0,3,17,VIP
M505163400,0,3,10,General
M505175657,0,1,17,VIP
M505191114,0,2,10,VIP
M505253522,0,3,17,VIP
M505261442,0,5,17,General
M505350545,1,2,10,General
M505441442,0,3,12,General
M505477387,1,1,10,General
M505492695,0,1,10,General
M505536094,1,3,16,General
M505552988,1,1,12,General
M505580896,0,4,16,MVG-Ace
M505586436,1,4,10,General
M505607979,0,4,6,General
M505634524,0,0,10,General
M505640110,0,1,11,General
M505727882,0,1,10,General
M505778499,0,1,17,General
M505883444,0,2,17,General
M505895911,1,3,1,VIP
M505961830,1,2,10,General
M506110956,0,2,10,General
M506113265,0,3,10,General
M506137029,0,2,4,LENITH
M506154904,0,2,14,VIP+
M506196101,0,0,10,General
M506196709,0,3,11,General
M506200026,0,2,17,General
M506231389,0,4,17,General
M506238783,1,3,6,General
M506259273,1,3,16,General
M506355556,0,2,17,General
M506381144,0,1,17,MVG-Ace
M506419952,0,2,6,General
M506431452,0,0,17,General
M506434942,0,3,10,General
M506485818,0,2,10,General
M506513288,0,1,17,VIP+
M506535386,0,1,10,General
M506568407,0,1,10,General
M506580016,0,2,10,General
M506637007,0,2,1,General
M506645928,1,1,17,General
M506670157,0,3,16,General
M506724978,1,1,14,General
M506755549,0,2,4,VIP
M506795202,1,1,14,General
M506900488,0,4,6,General
M506904134,0,2,13,General
M506950603,1,1,17,General
M506952337,1,3,6,General
M506965359,0,2,16,VIP+
M507013195,1,3,17,General
M507028910,0,3,10,General
M507087076,0,3,17,VIP
M507149762,0,3,17,VIP+
M507160043,0,0,17,General
M507207624,0,2,4,VIP+
M507218581,0,4,17,General
M507245417,1,3,14,General
M507246548,1,1,12,General
M507265845,0,2,10,General
M507277934,1,2,10,General
M507348755,1,2,8,General
M507373394,0,2,16,General
M507374252,0,1,16,General
M507376455,0,3,6,VIP+
M507495873,1,2,17,General
M507498685,0,4,10,General
M507502179,0,0,11,General
M507566325,0,1,10,VIP+
M507596546,0,3,10,General
M507630349,0,4,4,General
M507653013,0,2,8,VIP
M507658570,0,2,17,VIP
M507693583,1,1,10,General
M507715039,0,0,17,General
M507720726,0,1,4,General
M507758574,0,1,16,General
M507815553,0,4,17,MVG-Crown
M507818612,0,2,12,General
M507849282,0,3,17,General
M507862830,0,2,10,General
M507874368,1,2,13,General
M507903004,0,2,10,General
M507913485,0,3,17,General
M507990938,1,1,10,General
M508051743,1,4,16,VIP+
M508061758,0,4,16,General
M508078159,0,2,10,VIP+
M508118173,0,2,16,General
M508174028,0,1,10,General
M508193836,0,2,12,General
M508253152,0,2,6,General
M508255323,0,0,11,General
M508260563,0,0,10,General
M508302832,0,1,10,General
M508380769,0,0,10,General
M508440395,0,3,13,General
M508479354,0,0,10,General
M508515291,1,1,17,LENITH
M508520606,0,5,10,General
M508532131,1,3,14,General
M508556973,0,1,17,General
M508586833,0,2,9,General
M508616642,0,3,17,General
M508623255,1,3,17,General
M508714482,0,3,10,General
M508770728,1,1,10,General
M508776193,0,2,10,General
M508781105,0,3,17,General
M508828624,1,0,4,General
M508987880,0,4,8,General
M508993027,1,0,10,General
M509070078,1,3,16,VIP+
M509238814,0,1,17,General
M509267591,0,3,16,VIP
M509316299,0,2,12,General
M509320685,1,3,6,General
M509390954,0,0,16,General
M509408926,1,1,10,General
M509424659,1,1,17,General
M509515739,0,1,12,General
M509592712,0,2,11,General
M509675228,0,2,10,General
M509677225,0,4,16,General
M509687091,1,2,12,General
M509700436,1,2,16,General
M509701138,0,1,16,VIP
M509765258,1,2,10,General
M509902265,0,0,10,General
M509947378,1,2,16,General
M509984489,0,1,17,General
M510037438,1,2,12,General
M510114107,0,4,15,General
M510133215,1,0,10,General
M510180176,0,3,17,General
M510199810,0,2,4,General
M510228427,0,2,10,General
M510232189,0,3,1,VIP
M510250069,0,1,17,General
M510289051,0,2,3,General
M510470608,1,1,12,General
M510474857,0,3,10,VIP
M510541096,1,0,10,General
M510561765,0,1,10,VIP
M510673215,0,4,17,VIP+
M510682723,0,3,10,General
M510747391,0,1,17,General
M510753884,0,2,10,General
M510777212,0,0,10,VIP
M510829397,0,2,2,General
M510892471,0,1,13,General
M510922775,1,0,17,General
M510945311,0,2,10,General
M510980196,1,1,17,General
M511015910,0,1,10,General
